,transcript_file,speaker_code,transcript_clean,is_grammatical,labels,age
10796,Thomas/020106.cha,CAR,it's a white truck.,,,25
10797,Thomas/020106.cha,CHI,white white truck.,-1.0,determiner,25
10798,Thomas/020106.cha,CAR,I think it's a van really.,,,25
10799,Thomas/020106.cha,CAR,a van's a little bit smaller than a truck.,,,25
10800,Thomas/020106.cha,CAR,you have cars.,,,25
10801,Thomas/020106.cha,CAR,and then there are vans.,,,25
10802,Thomas/020106.cha,CAR,and then there are trucks and lorrys.,,,25
10803,Thomas/020106.cha,CAR,there are some big lorrys aren't there?,,,25
10804,Thomas/020106.cha,CHI,Nin Nin.,0.0,,25
10805,Thomas/020106.cha,CAR,mm.,,,25
10806,Thomas/020106.cha,CHI,white truck.,-1.0,determiner,25
10807,Thomas/020106.cha,CHI,this?,,,25
10808,Thomas/020106.cha,CHI,this?,,,25
10809,Thomas/020106.cha,CHI,this?,,,25
10810,Thomas/020106.cha,CAR,a white van.,,,25
10811,Thomas/020106.cha,CAR,but it's the same as a truck.,,,25
10812,Thomas/020106.cha,CAR,if you wanna call it a truck that's quite alright.,,,25
10813,Thomas/020106.cha,CHI,truck.,,,25
10814,Thomas/020106.cha,CAR,it's a dirty truck.,,,25
10815,Thomas/020106.cha,CHI,truck.,,,25
10816,Thomas/020106.cha,CAR,"it's really not that dirty, Thomas.",,,25
10817,Thomas/020106.cha,CAR,I think it's just that.,,,25
10818,Thomas/020106.cha,CHI,white truck.,-1.0,determiner,25
10819,Thomas/020106.cha,CAR,when white cars and vans and trucks go through the mud they look more dirty than other cars don't they?,,,25
10820,Thomas/020106.cha,CHI,truck.,,,25
10821,Thomas/020106.cha,CHI,truck.,,,25
10822,Thomas/020106.cha,CAR,"it's not too dirty really, is it?",,,25
10823,Thomas/020106.cha,CAR,mm.,,,25
10824,Thomas/020106.cha,CHI,truck.,,,25
10825,Thomas/020106.cha,CHI,oh dear.,1.0,,25
10826,Thomas/020106.cha,CHI,mess.,,,25
10827,Thomas/020106.cha,CHI,two.,,,25
10828,Thomas/020106.cha,CHI,no.,,,25
10829,Thomas/020106.cha,CAR,what's a mess?,,,25
10830,Thomas/020106.cha,CAR,the truck or the fact that the two teletubbies have fallen over?,,,25
10831,Thomas/020106.cha,CHI,oh dear.,1.0,,25
10832,Thomas/020106.cha,CAR,I think it's more of a mess that the teletubbies have fallen over don't you?,,,25
10833,Thomas/020106.cha,CHI,a mess.,1.0,,25
10834,Thomas/020106.cha,CAR,they might have hurt themselves.,,,25
10835,Thomas/020106.cha,CAR,you'll have to go and have a look in a minute.,,,25
10836,Thomas/020106.cha,CAR,right.,,,25
10837,Thomas/020106.cha,CAR,have we finished washing you down?,,,25
10838,Thomas/020106.cha,CHI,no.,,,25
10839,Thomas/020106.cha,CAR,no.,,,25
10840,Thomas/020106.cha,CAR,you've got some pasta spilt on your trousers.,,,25
10841,Thomas/020106.cha,CAR,let's just wipe those.,,,25
10842,Thomas/020106.cha,CAR,while Mummy washes her blouse I think we'll have to put your trousers in the washing machine at the same time won't we?,,,25
10843,Thomas/020106.cha,CHI,white truck.,-1.0,determiner,25
10844,Thomas/020106.cha,CAR,white truck.,,,25
10845,Thomas/020106.cha,CHI,oh dirty.,-1.0,"subject, verb",25
10846,Thomas/020106.cha,CHI,white truck.,-1.0,determiner,25
10847,Thomas/020106.cha,CHI,white truck.,-1.0,determiner,25
10848,Thomas/020106.cha,CHI,white truck.,-1.0,determiner,25
10849,Thomas/020106.cha,CHI,oh white truck.,-1.0,determiner,25
10850,Thomas/020106.cha,CHI,white truck.,-1.0,determiner,25
10851,Thomas/020106.cha,CAR,the white truck.,,,25
10852,Thomas/020106.cha,CHI,Nin Nin.,0.0,,25
10853,Thomas/020106.cha,CAR,"your voice, Thomas.",,,25
10854,Thomas/020106.cha,CAR,sounds.,,,25
10855,Thomas/020106.cha,CAR,you're feeling a bit better today though aren't you?,,,25
10856,Thomas/020106.cha,CHI,no.,,,25
10857,Thomas/020106.cha,CAR,I think you are Thomas.,,,25
10858,Thomas/020106.cha,CHI,oh mess.,-1.0,determiner,25
