,transcript_file,speaker_code,transcript_clean,is_grammatical,labels,age
17555,Suppes/030003.cha,CAR,he's wearing a suit isn't he?,,,36
17556,Suppes/030003.cha,CHI,don't you make the dog fall down.,1.0,,36
17557,Suppes/030003.cha,CAR,did I?,,,36
17558,Suppes/030003.cha,CAR,can you put him upright?,,,36
17559,Suppes/030003.cha,CHI,and that hurts him so you hurt him too.,1.0,,36
17560,Suppes/030003.cha,CAR,I'm sorry dog.,,,36
17561,Suppes/030003.cha,CHI,and dog doesn't like that.,1.0,,36
17562,Suppes/030003.cha,CHI,that what he doesn't like.,-1.0,verb,36
17563,Suppes/030003.cha,CHI,cause don't do that every time.,-1.0,subject,36
17564,Suppes/030003.cha,CHI,okay.,,,36
17565,Suppes/030003.cha,CAR,I didn't mean to knock him over.,,,36
17566,Suppes/030003.cha,CHI,cause he cries every day when you push him down.,1.0,,36
17567,Suppes/030003.cha,CAR,oh I didn't do it on purpose.,,,36
17568,Suppes/030003.cha,CAR,what else did Pierre and Maryse bring for your birthday?,,,36
17569,Suppes/030003.cha,CHI,Mommy.,,,36
17570,Suppes/030003.cha,CHI,put right on this shelf.,-1.0,object,36
17571,Suppes/030003.cha,CHI,we could take them out.,1.0,,36
17572,Suppes/030003.cha,CAR,take something else out and show me.,,,36
17573,Suppes/030003.cha,CHI,see all those people.,1.0,,36
17574,Suppes/030003.cha,CAR,um that's a nice family.,,,36
17575,Suppes/030003.cha,CAR,tell me who's in that family.,,,36
17576,Suppes/030003.cha,CAR,who's there?,,,36
17577,Suppes/030003.cha,CAR,introduce me.,,,36
17578,Suppes/030003.cha,CHI,that's a daddy and that's a doggy and that's a mother and that's a little girl.,1.0,,36
17579,Suppes/030003.cha,CAR,that's a and that's a baby and that's a mother.,,,36
17580,Suppes/030003.cha,CAR,oh how many children are there?,,,36
17581,Suppes/030003.cha,CHI,one two three four five.,0.0,,36
17582,Suppes/030003.cha,CAR,there're five people there.,,,36
17583,Suppes/030003.cha,CAR,or four people and a dog.,,,36
17584,Suppes/030003.cha,CAR,but only one two children.,,,36
17585,Suppes/030003.cha,CAR,a baby and a little girl.,,,36
17586,Suppes/030003.cha,CHI,one two three four five.,0.0,,36
17587,Suppes/030003.cha,CAR,five pieces.,,,36
17588,Suppes/030003.cha,CAR,and one of them is a doggy.,,,36
17589,Suppes/030003.cha,CHI,yup they're all together.,1.0,,36
17590,Suppes/030003.cha,CHI,and he's walking.,1.0,,36
17591,Suppes/030003.cha,CAR,why don't you make a birthday party for them?,,,36
17592,Suppes/030003.cha,CHI,no.,,,36
17593,Suppes/030003.cha,CAR,would you like to make a birthday cake for them?,,,36
17594,Suppes/030003.cha,CAR,out of play dough?,,,36
17595,Suppes/030003.cha,CAR,why don't you make a birthday cake for them out of play dough?,,,36
17596,Suppes/030003.cha,CAR,um.,,,36
17597,Suppes/030003.cha,CAR,make a birthday cake for the family out of play dough.,,,36
17598,Suppes/030003.cha,CHI,okay.,,,36
17599,Suppes/030003.cha,CHI,you put the candles down.,1.0,,36
17600,Suppes/030003.cha,CHI,those are for me.,1.0,,36
17601,Suppes/030003.cha,CHI,now that's for me.,1.0,,36
17602,Suppes/030003.cha,CHI,I make a cake for them okay?,1.0,,36
17603,Suppes/030003.cha,CHI,here's going to be the candle.,1.0,,36
17604,Suppes/030003.cha,CAR,here's the candles.,,,36
17605,Suppes/030003.cha,CHI,oh no.,1.0,,36
17606,Suppes/030003.cha,CHI,I open them.,1.0,,36
17607,Suppes/030003.cha,CHI,oh.,,,36
17608,Suppes/030003.cha,CAR,did you have a cake for your birthday?,,,36
17609,Suppes/030003.cha,CAR,Nina did you have a cake for your birthday?,,,36
17610,Suppes/030003.cha,CHI,I made a cake at at school.,1.0,,36
17611,Suppes/030003.cha,CAR,you did?,,,36
17612,Suppes/030003.cha,CAR,when?,,,36
17613,Suppes/030003.cha,CHI,cause I did.,-1.0,object,36
17614,Suppes/030003.cha,CHI,cause I wanted to.,1.0,,36
17615,Suppes/030003.cha,CHI,cause I put the chocolate on and said.,-1.0,object,36
17616,Suppes/030003.cha,CHI,happy birthday dear Gary.,1.0,,36
17617,Suppes/030003.cha,CAR,oh for Gary?,,,36
17618,Suppes/030003.cha,CHI,yup.,,,36
17619,Suppes/030003.cha,CAR,when was his birthday?,,,36
17620,Suppes/030003.cha,CHI,on Tuesday.,1.0,,36
17621,Suppes/030003.cha,CHI,tomorrow it was.,-1.0,other,36
17622,Suppes/030003.cha,CHI,this is the match.,1.0,,36
17623,Suppes/030003.cha,CAR,when it was your birthday did you have something at school?,,,36
17624,Suppes/030003.cha,CHI,yup.,,,36
17625,Suppes/030003.cha,CAR,what?,,,36
17626,Suppes/030003.cha,CHI,a candle maker.,1.0,,36
17627,Suppes/030003.cha,CHI,I had salad there.,1.0,,36
17628,Suppes/030003.cha,CAR,did you have cup cakes?,,,36
17629,Suppes/030003.cha,CHI,no I had cup cakes yesterday before my birthday.,1.0,,36
17630,Suppes/030003.cha,CAR,did you give cup cakes to each child?,,,36
17631,Suppes/030003.cha,CHI,yup.,,,36
17632,Suppes/030003.cha,CAR,who did you give cup cakes to?,,,36
17633,Suppes/030003.cha,CHI,the lady.,1.0,,36
17634,Suppes/030003.cha,CHI,I didn't have cup cakes at school.,1.0,,36
17635,Suppes/030003.cha,CAR,didn't you?,,,36
17636,Suppes/030003.cha,CAR,for your birthday on Friday I brought lots of cup cakes remember?,,,36
17637,Suppes/030003.cha,CHI,this candle is stupid.,1.0,,36
17638,Suppes/030003.cha,CAR,what's wrong?,,,36
17639,Suppes/030003.cha,CHI,came out.,-1.0,subject,36
17640,Suppes/030003.cha,CHI,let's put the big candles on the cake.,1.0,,36
17641,Suppes/030003.cha,CAR,is that how many you had on your cake?,,,36
17642,Suppes/030003.cha,CHI,yup.,,,36
17643,Suppes/030003.cha,CAR,what did you do to the candles?,,,36
17644,Suppes/030003.cha,CHI,we put them in the cake.,1.0,,36
17645,Suppes/030003.cha,CAR,and then what?,,,36
17646,Suppes/030003.cha,CHI,and then we sing.,-1.0,object,36
17647,Suppes/030003.cha,CHI,happy birthday dear Nina.,1.0,,36
17648,Suppes/030003.cha,CAR,did I light the cake?,,,36
17649,Suppes/030003.cha,CHI,yeah.,,,36
17650,Suppes/030003.cha,CAR,and then what did you do when I lit the candles?,,,36
17651,Suppes/030003.cha,CHI,we had a birthday.,1.0,,36
17652,Suppes/030003.cha,CHI,we had a cake all by ourself.,1.0,,36
17653,Suppes/030003.cha,CAR,did you blow?,,,36
17654,Suppes/030003.cha,CHI,I'm putting matches on the cake.,1.0,,36
17655,Suppes/030003.cha,CHI,oh that's your birthday.,1.0,,36
17656,Suppes/030003.cha,CHI,I'm going to sing.,1.0,,36
17657,Suppes/030003.cha,CHI,happy birthday dear Florence.,1.0,,36
17658,Suppes/030003.cha,CAR,what did you do to the matches?,,,36
17659,Suppes/030003.cha,CAR,will you blow out the candles out?,,,36
17660,Suppes/030003.cha,CAR,what is there?,,,36
17661,Suppes/030003.cha,CAR,a fire?,,,36
17662,Suppes/030003.cha,CHI,yeah.,,,36
17663,Suppes/030003.cha,CAR,shall I make a wish first?,,,36
17664,Suppes/030003.cha,CHI,yeah.,,,36
17665,Suppes/030003.cha,CAR,what happened?,,,36
17666,Suppes/030003.cha,CHI,now this is your cake.,1.0,,36
17667,Suppes/030003.cha,CHI,this is your cake with a candle on.,1.0,,36
17668,Suppes/030003.cha,CHI,I made yours.,1.0,,36
17669,Suppes/030003.cha,CAR,thank you.,,,36
17670,Suppes/030003.cha,CHI,happy birthday dear Florence.,1.0,,36
17671,Suppes/030003.cha,CHI,you you blow it out now.,1.0,,36
