,transcript_file,speaker_code,transcript_clean,is_grammatical,labels,age
16241,Thomas/020702.cha,CHI,play that.,0.0,,31
16242,Thomas/020702.cha,CAR,now if you went to Isabel's house and you were playing with her toys she'd expect you to put away everything you're playing with before you go the next thing out.,,,31
16243,Thomas/020702.cha,CHI,uh.,,,31
16244,Thomas/020702.cha,CHI,uh.,,,31
16245,Thomas/020702.cha,CAR,come on.,,,31
16246,Thomas/020702.cha,CAR,let's turn the page now.,,,31
16247,Thomas/020702.cha,CAR,the jigsaw's back together.,,,31
16248,Thomas/020702.cha,CAR,ah what's this now?,,,31
16249,Thomas/020702.cha,CAR,we're onto the next page now.,,,31
16250,Thomas/020702.cha,CAR,autumn.,,,31
16251,Thomas/020702.cha,CAR,now what can you see here?,,,31
16252,Thomas/020702.cha,CAR,look.,,,31
16253,Thomas/020702.cha,CAR,autumn's the time to start getting jumpers out isn't it?,,,31
16254,Thomas/020702.cha,CAR,instead of t shirts.,,,31
16255,Thomas/020702.cha,CHI,that out.,-1.0,verb,31
16256,Thomas/020702.cha,CAR,you want this jigsaw out.,,,31
16257,Thomas/020702.cha,CAR,now this is a beautiful jigsaw of autumn leaves isn't it?,,,31
16258,Thomas/020702.cha,CAR,just like the ones we've been playing with.,,,31
16259,Thomas/020702.cha,CAR,there's a picture of a jumper and some wheat because it's harvest time in autumn isn't it?,,,31
16260,Thomas/020702.cha,CHI,hm.,,,31
16261,Thomas/020702.cha,CHI,when the mixers comes.,-1.0,sv_agreement,31
16262,Thomas/020702.cha,CHI,pardon.,,,31
16263,Thomas/020702.cha,CHI,where the mixer?,-1.0,verb,31
16264,Thomas/020702.cha,CHI,over there.,1.0,,31
16265,Thomas/020702.cha,CHI,um um Mummy's.,-1.0,"subject, verb",31
16266,Thomas/020702.cha,CHI,Mummy's house mix mix mix.,-1.0,other,31
16267,Thomas/020702.cha,CHI,the mixer round and round.,-1.0,verb,31
16268,Thomas/020702.cha,CAR,the mixer round and round.,,,31
16269,Thomas/020702.cha,CHI,yes.,,,31
16270,Thomas/020702.cha,CAR,what has that got to do with wheat?,,,31
16271,Thomas/020702.cha,CHI,where the mixer gone?,-1.0,tense_aspect,31
16272,Thomas/020702.cha,CAR,the mixer's upstairs in the bathroom because you've been playing with it in the bath haven't you?,,,31
16273,Thomas/020702.cha,CHI,yes.,,,31
16274,Thomas/020702.cha,CHI,mixer gone.,-1.0,determiner,31
16275,Thomas/020702.cha,CAR,"you took it upstairs, Thomas.",,,31
16276,Thomas/020702.cha,CAR,it's still there.,,,31
16277,Thomas/020702.cha,CAR,we'll see it tonight.,,,31
16278,Thomas/020702.cha,CHI,no.,,,31
16279,Thomas/020702.cha,CHI,play it.,0.0,,31
16280,Thomas/020702.cha,CAR,no.,,,31
16281,Thomas/020702.cha,CAR,you don't need to play it.,,,31
16282,Thomas/020702.cha,CAR,come on.,,,31
16283,Thomas/020702.cha,CAR,we're having a look at these things.,,,31
16284,Thomas/020702.cha,CHI,no.,,,31
16285,Thomas/020702.cha,CAR,what's in the blue basket on this page?,,,31
16286,Thomas/020702.cha,CAR,I'm going to go round with your shopping basket and collect some of the fruit I can see in that basket there.,,,31
16287,Thomas/020702.cha,CAR,look.,,,31
16288,Thomas/020702.cha,CAR,what's in the shopping basket on the page?,,,31
16289,Thomas/020702.cha,CAR,oh I see.,,,31
16290,Thomas/020702.cha,CAR,you wanna be a little dumper truck to collect all the pieces of jigsaw.,,,31
16291,Thomas/020702.cha,CAR,are you thinking of the leaves?,,,31
16292,Thomas/020702.cha,CAR,is that what you're doing?,,,31
16293,Thomas/020702.cha,CAR,because it's a picture of autumn leaves you're tidying the leaves up.,,,31
16294,Thomas/020702.cha,CAR,is that right?,,,31
16295,Thomas/020702.cha,CHI,not touch it.,-1.0,auxiliary,31
16296,Thomas/020702.cha,CHI,hurt me.,-1.0,subject,31
16297,Thomas/020702.cha,CAR,not.,,,31
16298,Thomas/020702.cha,CHI,not touch.,-1.0,auxiliary,31
16299,Thomas/020702.cha,CHI,not touch it.,-1.0,auxiliary,31
16300,Thomas/020702.cha,CAR,hurt me.,,,31
16301,Thomas/020702.cha,CAR,you don't want me to touch them.,,,31
16302,Thomas/020702.cha,CHI,yes.,,,31
16303,Thomas/020702.cha,CAR,you do want me to touch them.,,,31
16304,Thomas/020702.cha,CAR,you want me to help you.,,,31
16305,Thomas/020702.cha,CHI,no.,,,31
16306,Thomas/020702.cha,CHI,no Mummy touch them.,0.0,,31
16307,Thomas/020702.cha,CHI,leaves dumper trucks.,-1.0,subject,31
16308,Thomas/020702.cha,CAR,oh the dumper truck has to touch them.,,,31
16309,Thomas/020702.cha,CHI,mhm.,,,31
16310,Thomas/020702.cha,CHI,no.,,,31
16311,Thomas/020702.cha,CHI,stop it hurt.,-1.0,sv_agreement,31
16312,Thomas/020702.cha,CAR,"what's in the basket, Thomas?",,,31
16313,Thomas/020702.cha,CHI,apples.,,,31
16314,Thomas/020702.cha,CAR,and.,,,31
16315,Thomas/020702.cha,CHI,what have you.,-1.0,verb,31
16316,Thomas/020702.cha,CHI,pear.,,,31
16317,Thomas/020702.cha,CAR,apples and pears.,,,31
16318,Thomas/020702.cha,CAR,what have you got in your shopping basket here?,,,31
16319,Thomas/020702.cha,CHI,um apples pears.,-1.0,other,31
16320,Thomas/020702.cha,CAR,apples and pears.,,,31
16321,Thomas/020702.cha,CAR,and of course what's this?,,,31
16322,Thomas/020702.cha,CHI,orange.,,,31
16323,Thomas/020702.cha,CAR,that was a big bang wasn't it?,,,31
16324,Thomas/020702.cha,CAR,no.,,,31
16325,Thomas/020702.cha,CAR,it's not an orange.,,,31
16326,Thomas/020702.cha,CAR,what is it?,,,31
16327,Thomas/020702.cha,CHI,firework.,,,31
16328,Thomas/020702.cha,CAR,oh that.,,,31
16329,Thomas/020702.cha,CAR,yes.,,,31
16330,Thomas/020702.cha,CAR,a firework outside.,,,31
16331,Thomas/020702.cha,CAR,but on the page what's this?,,,31
16332,Thomas/020702.cha,CHI,not see it.,-1.0,"subject, auxiliary",31
16333,Thomas/020702.cha,CHI,pumpkin.,,,31
16334,Thomas/020702.cha,CAR,a pumpkin.,,,31
16335,Thomas/020702.cha,CAR,that's right.,,,31
16336,Thomas/020702.cha,CAR,oh now we've got to the last page in the book.,,,31
16337,Thomas/020702.cha,CAR,this is winter.,,,31
16338,Thomas/020702.cha,CAR,and what has the jigsaw got a picture of?,,,31
16339,Thomas/020702.cha,CHI,big trees.,1.0,,31
16340,Thomas/020702.cha,CAR,big trees covered in snow.,,,31
