,transcript_file,speaker_code,transcript_clean,is_grammatical,labels,age
0,Kuczaj/021106.cha,CAR,boy that's a pretty picture Abe.,,,35
1,Kuczaj/021106.cha,CHI,it's about a cave.,1.0,,35
2,Kuczaj/021106.cha,CAR,it's a cave?,,,35
3,Kuczaj/021106.cha,CHI,yeah this going to be a a you have to do this first.,1.0,,35
4,Kuczaj/021106.cha,CHI,get those little marks off.,1.0,,35
5,Kuczaj/021106.cha,CAR,that's okay.,,,35
6,Kuczaj/021106.cha,CAR,we'll just leave them there.,,,35
7,Kuczaj/021106.cha,CHI,this uh be a cave for for.,-1.0,sv_agreement,35
8,Kuczaj/021106.cha,CHI,what you say?,-1.0,present_progressive,35
9,Kuczaj/021106.cha,CHI,a Thanksgiving one this uh be a cave.,-1.0,sv_agreement,35
10,Kuczaj/021106.cha,CAR,you're making a cave?,,,35
11,Kuczaj/021106.cha,CAR,you aren't going to make a Thanksgiving picture?,,,35
12,Kuczaj/021106.cha,CHI,this uh be a Thanksgiving picture you know that.,-1.0,sv_agreement,35
13,Kuczaj/021106.cha,CAR,I know it.,,,35
14,Kuczaj/021106.cha,CAR,and you know it.,,,35
15,Kuczaj/021106.cha,CHI,I have a I have a I need some more paint.,1.0,,35
16,Kuczaj/021106.cha,CAR,some more paint?,,,35
17,Kuczaj/021106.cha,CAR,of each color?,,,35
18,Kuczaj/021106.cha,CHI,yeah what's that?,1.0,,35
19,Kuczaj/021106.cha,CAR,do you like it?,,,35
20,Kuczaj/021106.cha,CHI,no.,,,35
21,Kuczaj/021106.cha,CAR,what don't you like about it?,,,35
22,Kuczaj/021106.cha,CHI,"I like this um those two more, those two more.",1.0,,35
23,Kuczaj/021106.cha,CAR,these colors?,,,35
24,Kuczaj/021106.cha,CHI,huh?,,,35
25,Kuczaj/021106.cha,CAR,these colors?,,,35
26,Kuczaj/021106.cha,CHI,"no blue, blue.",1.0,,35
27,Kuczaj/021106.cha,CHI,I like blue colors.,1.0,,35
28,Kuczaj/021106.cha,CHI,it's mine favorite.,-1.0,determiner,35
29,Kuczaj/021106.cha,CAR,I already knew that.,,,35
30,Kuczaj/021106.cha,CHI,I'm trying to get the dots off.,1.0,,35
31,Kuczaj/021106.cha,CHI,I'm trying to paint them off.,-1.0,preposition,35
