,transcript_file,speaker_code,transcript_clean,is_grammatical,labels,age
6173,EllisWeismer/LT/30pc/22142.cha,CAR,oh look.,,,30
6174,EllisWeismer/LT/30pc/22142.cha,CAR,what's this?,,,30
6175,EllisWeismer/LT/30pc/22142.cha,CHI,I don't know.,1.0,,30
6176,EllisWeismer/LT/30pc/22142.cha,CAR,corn on the cob.,,,30
6177,EllisWeismer/LT/30pc/22142.cha,CAR,who eats corn on the cob?,,,30
6178,EllisWeismer/LT/30pc/22142.cha,CAR,Childsname does.,,,30
6179,EllisWeismer/LT/30pc/22142.cha,CHI,ah.,,,30
6180,EllisWeismer/LT/30pc/22142.cha,CAR,that's grain.,,,30
6181,EllisWeismer/LT/30pc/22142.cha,CAR,and a scooper like we use for Sasha.,,,30
6182,EllisWeismer/LT/30pc/22142.cha,CAR,yeah don't put your mouth on it.,,,30
6183,EllisWeismer/LT/30pc/22142.cha,CAR,we just pretend Childsname.,,,30
6184,EllisWeismer/LT/30pc/22142.cha,CAR,we just pretend.,,,30
6185,EllisWeismer/LT/30pc/22142.cha,CAR,okay you know who I think would like some corn on the cob?,,,30
6186,EllisWeismer/LT/30pc/22142.cha,CAR,Mr Pig.,,,30
6187,EllisWeismer/LT/30pc/22142.cha,CAR,oink oink oink.,,,30
6188,EllisWeismer/LT/30pc/22142.cha,CAR,yeah we don't we don't put it in our mouth honey.,,,30
6189,EllisWeismer/LT/30pc/22142.cha,CAR,mm good corn.,,,30
6190,EllisWeismer/LT/30pc/22142.cha,CAR,he doesn't eat his with butter though.,,,30
6191,EllisWeismer/LT/30pc/22142.cha,CAR,just plain corn.,,,30
6192,EllisWeismer/LT/30pc/22142.cha,CAR,oh there goes all the people in the stall huh?,,,30
6193,EllisWeismer/LT/30pc/22142.cha,CAR,there's a hole in the ceiling.,,,30
6194,EllisWeismer/LT/30pc/22142.cha,CAR,and they're going down.,,,30
6195,EllisWeismer/LT/30pc/22142.cha,CAR,should we let the animals play in the yard and not put them in the fence?,,,30
6196,EllisWeismer/LT/30pc/22142.cha,CAR,we can put the fence away.,,,30
6197,EllisWeismer/LT/30pc/22142.cha,CAR,somebody was closing a door.,,,30
6198,EllisWeismer/LT/30pc/22142.cha,CAR,but it wasn't our door.,,,30
6199,EllisWeismer/LT/30pc/22142.cha,CAR,would you like to play with something else now?,,,30
6200,EllisWeismer/LT/30pc/22142.cha,CAR,what would you like to play with?,,,30
6201,EllisWeismer/LT/30pc/22142.cha,CAR,Mr Potato Head?,,,30
6202,EllisWeismer/LT/30pc/22142.cha,CAR,okay.,,,30
6203,EllisWeismer/LT/30pc/22142.cha,CAR,that's our door.,,,30
6204,EllisWeismer/LT/30pc/22142.cha,CAR,there's Chris.,,,30
6205,Gelman/2004-Gender/26.cha,CAR,"okay, that means that we can start.",,,60
6206,Gelman/2004-Gender/26.cha,CAR,the name of the book is.,,,60
6207,Gelman/2004-Gender/26.cha,CAR,who can?,,,60
6208,Gelman/2004-Gender/26.cha,CAR,who can take out the trash?,,,60
6209,Gelman/2004-Gender/26.cha,CAR,who is that?,,,60
6210,Gelman/2004-Gender/26.cha,CHI,a man.,1.0,,60
6211,Gelman/2004-Gender/26.cha,CAR,that looks like a boy.,,,60
6212,Gelman/2004-Gender/26.cha,CAR,who can catch frogs?,,,60
6213,Gelman/2004-Gender/26.cha,CAR,you caught a frog yesterday in the pool didn't you?,,,60
6214,Gelman/2004-Gender/26.cha,CHI,"um, um, Firstname did.",1.0,,60
6215,Gelman/2004-Gender/26.cha,CAR,Firstname did.,,,60
6216,Gelman/2004-Gender/26.cha,CAR,"looks like a girl could catch a frog though, couldn't she?",,,60
6217,Gelman/2004-Gender/26.cha,CAR,she's letting it go into the water.,,,60
6218,Gelman/2004-Gender/26.cha,CAR,who can do aerobics?,,,60
6219,Gelman/2004-Gender/26.cha,CAR,what is he doing?,,,60
6220,Gelman/2004-Gender/26.cha,CHI,I don't know.,1.0,,60
6221,Gelman/2004-Gender/26.cha,CAR,it looks like he's doing exercises.,,,60
6222,Gelman/2004-Gender/26.cha,CAR,and there's music playing.,,,60
6223,Gelman/2004-Gender/26.cha,CAR,see the notes?,,,60
6224,Gelman/2004-Gender/26.cha,CAR,oh no!,,,60
6225,Gelman/2004-Gender/26.cha,CAR,the book fell apart.,,,60
6226,Gelman/2004-Gender/26.cha,CAR,who can be a ballet dancer?,,,60
6227,Gelman/2004-Gender/26.cha,CAR,what's she doing?,,,60
6228,Gelman/2004-Gender/26.cha,CHI,I don't know.,1.0,,60
6229,Gelman/2004-Gender/26.cha,CAR,it looks like she's dancing.,,,60
6230,Gelman/2004-Gender/26.cha,CAR,who can play hopscotch?,,,60
6231,Gelman/2004-Gender/26.cha,CHI,I don't know.,1.0,,60
6232,Gelman/2004-Gender/26.cha,CAR,he jumps one two three four five six seven eight.,,,60
6233,Gelman/2004-Gender/26.cha,CAR,it's a game that you play using chalk.,,,60
6234,Gelman/2004-Gender/26.cha,CAR,and you write on the sidewalk.,,,60
6235,Gelman/2004-Gender/26.cha,CAR,do you write on the sidewalk?,,,60
6236,Gelman/2004-Gender/26.cha,CAR,mhm.,,,60
6237,Gelman/2004-Gender/26.cha,CAR,who can drive a truck?,,,60
6238,Gelman/2004-Gender/26.cha,CAR,who's that driving the truck?,,,60
6239,Gelman/2004-Gender/26.cha,CHI,I don't know.,1.0,,60
6240,Gelman/2004-Gender/26.cha,CAR,does that look like a boy or a girl?,,,60
6241,Gelman/2004-Gender/26.cha,CHI,I don't know.,1.0,,60
6242,Gelman/2004-Gender/26.cha,CAR,yes you do.,,,60
6243,Gelman/2004-Gender/26.cha,CAR,it looks like a girl.,,,60
6244,Gelman/2004-Gender/26.cha,CAR,who can do dusting?,,,60
6245,Gelman/2004-Gender/26.cha,CHI,I don't know.,1.0,,60
6246,Gelman/2004-Gender/26.cha,CAR,do you ever dust?,,,60
6247,Gelman/2004-Gender/26.cha,CAR,you don't ever take a towel and and dust?,,,60
6248,Gelman/2004-Gender/26.cha,CAR,no?,,,60
6249,Gelman/2004-Gender/26.cha,CAR,does Firstname?,,,60
6250,Gelman/2004-Gender/26.cha,CAR,mhm.,,,60
6251,Gelman/2004-Gender/26.cha,CAR,who can be a firefighter?,,,60
6252,Gelman/2004-Gender/26.cha,CAR,firefighter.,,,60
6253,Gelman/2004-Gender/26.cha,CAR,what's that?,,,60
6254,Gelman/2004-Gender/26.cha,CHI,that's a firetruck.,1.0,,60
6255,Gelman/2004-Gender/26.cha,CAR,and what's this sposta be?,,,60
6256,Gelman/2004-Gender/26.cha,CHI,fire.,,,60
6257,Gelman/2004-Gender/26.cha,CAR,fire.,,,60
6258,Gelman/2004-Gender/26.cha,CAR,and what's he doing?,,,60
6259,Gelman/2004-Gender/26.cha,CHI,putting the fire out.,1.0,,60
6260,Gelman/2004-Gender/26.cha,CAR,with what?,,,60
6261,Gelman/2004-Gender/26.cha,CAR,what's this?,,,60
6262,Gelman/2004-Gender/26.cha,CHI,with water.,1.0,,60
6263,Gelman/2004-Gender/26.cha,CAR,"yes, water will put the fire out.",,,60
6264,Gelman/2004-Gender/26.cha,CAR,who can paint a house?,,,60
6265,Gelman/2004-Gender/26.cha,CHI,girl.,,,60
6266,Gelman/2004-Gender/26.cha,CAR,girl.,,,60
6267,Gelman/2004-Gender/26.cha,CAR,"see, this is her room, and this is a door.",,,60
6268,Gelman/2004-Gender/26.cha,CHI,this is a door?,1.0,,60
6269,Gelman/2004-Gender/26.cha,CAR,"well, it looked like a door.",,,60
6270,Gelman/2004-Gender/26.cha,CAR,here's the door.,,,60
6271,Gelman/2004-Gender/26.cha,CAR,I don't know what that is.,,,60
6272,Gelman/2004-Gender/26.cha,CAR,she's.,,,60
6273,Gelman/2004-Gender/26.cha,CHI,that's the roof.,1.0,,60
6274,Gelman/2004-Gender/26.cha,CAR,"oh, I see.",,,60
6275,Gelman/2004-Gender/26.cha,CAR,she's putting.,,,60
6276,Gelman/2004-Gender/26.cha,CHI,that's.,,,60
6277,Gelman/2004-Gender/26.cha,CAR,"what's this, she's doing?",,,60
6278,Gelman/2004-Gender/26.cha,CHI,I don't know.,1.0,,60
6279,Gelman/2004-Gender/26.cha,CAR,it's paint.,,,60
6280,Gelman/2004-Gender/26.cha,CAR,she's sposta be putting red paint on it.,,,60
6281,Gelman/2004-Gender/26.cha,CAR,see?,,,60
6282,Gelman/2004-Gender/26.cha,CAR,it says paint bucket?,,,60
6283,Gelman/2004-Gender/26.cha,CAR,with red paint.,,,60
6284,Gelman/2004-Gender/26.cha,CHI,hey mom?,1.0,,60
6285,Gelman/2004-Gender/26.cha,CHI,this is where all the snow.,-1.0,verb,60
6286,Gelman/2004-Gender/26.cha,CAR,oh.,,,60
6287,Gelman/2004-Gender/26.cha,CAR,what's this?,,,60
6288,Gelman/2004-Gender/26.cha,CHI,I don't know.,1.0,,60
6289,Gelman/2004-Gender/26.cha,CAR,"I think it's window curtains, but I'm not sure.",,,60
6290,Gelman/2004-Gender/26.cha,CAR,who can pick flowers?,,,60
6291,Gelman/2004-Gender/26.cha,CHI,a boy.,1.0,,60
6292,Gelman/2004-Gender/26.cha,CAR,yeah.,,,60
6293,Gelman/2004-Gender/26.cha,CAR,what's he picking?,,,60
6294,Gelman/2004-Gender/26.cha,CAR,what color?,,,60
6295,Gelman/2004-Gender/26.cha,CHI,"um, purple.",1.0,,60
6296,Gelman/2004-Gender/26.cha,CAR,purple.,,,60
6297,Gelman/2004-Gender/26.cha,CAR,who can be a sailor?,,,60
6298,Gelman/2004-Gender/26.cha,CHI,"uh, a man.",1.0,,60
6299,Gelman/2004-Gender/26.cha,CAR,mhm.,,,60
6300,Gelman/2004-Gender/26.cha,CAR,"do you know what a sailor, what he drives?",,,60
6301,Gelman/2004-Gender/26.cha,CAR,what?,,,60
6302,Gelman/2004-Gender/26.cha,CHI,"um, I don't know.",1.0,,60
6303,Gelman/2004-Gender/26.cha,CAR,boat.,,,60
6304,Gelman/2004-Gender/26.cha,CHI,a boat.,1.0,,60
6305,Gelman/2004-Gender/26.cha,CAR,mhm.,,,60
6306,Gelman/2004-Gender/26.cha,CAR,see this?,,,60
6307,Gelman/2004-Gender/26.cha,CAR,"remember on the Muppet Treasure Island, there's that wheel, and that's what they use to to steer the boat.",,,60
6308,Gelman/2004-Gender/26.cha,CAR,who can play with toy trucks?,,,60
6309,Gelman/2004-Gender/26.cha,CHI,a girl.,1.0,,60
6310,Gelman/2004-Gender/26.cha,CAR,mhm.,,,60
6311,Gelman/2004-Gender/26.cha,CAR,can a boy play with toy trucks?,,,60
6312,Gelman/2004-Gender/26.cha,CAR,yeah.,,,60
6313,Gelman/2004-Gender/26.cha,CAR,so can girls.,,,60
6314,Gelman/2004-Gender/26.cha,CAR,who can deliver the newspaper?,,,60
6315,Gelman/2004-Gender/26.cha,CHI,a boy.,1.0,,60
6316,Gelman/2004-Gender/26.cha,CAR,who who do we know that did that?,,,60
6317,Gelman/2004-Gender/26.cha,CHI,Firstname.,,,60
6318,Gelman/2004-Gender/26.cha,CAR,that's right.,,,60
6319,Gelman/2004-Gender/26.cha,CAR,who can be a cheerleader?,,,60
6320,Gelman/2004-Gender/26.cha,CHI,"um, a girl.",1.0,,60
6321,Gelman/2004-Gender/26.cha,CAR,girl.,,,60
6322,Gelman/2004-Gender/26.cha,CAR,remember those?,,,60
6323,Gelman/2004-Gender/26.cha,CAR,we had those at the store.,,,60
6324,Gelman/2004-Gender/26.cha,CAR,you and Firstname would play with them.,,,60
6325,Gelman/2004-Gender/26.cha,CAR,you'd go up and down and make noise.,,,60
6326,Gelman/2004-Gender/26.cha,CAR,they're blue and yellow.,,,60
6327,Gelman/2004-Gender/26.cha,CAR,Firstname always plays with them.,,,60
6328,Gelman/2004-Gender/26.cha,CAR,that's what.,,,60
6329,Gelman/2004-Gender/26.cha,CHI,pompom.,,,60
6330,Gelman/2004-Gender/26.cha,CAR,"no, but that's what she got in her hand.",,,60
6331,Gelman/2004-Gender/26.cha,CAR,that's what cheerleaders do.,,,60
6332,Gelman/2004-Gender/26.cha,CAR,who can feed a baby?,,,60
6333,Gelman/2004-Gender/26.cha,CHI,a daddy.,1.0,,60
6334,Gelman/2004-Gender/26.cha,CAR,a daddy.,,,60
6335,Gelman/2004-Gender/26.cha,CAR,did your daddy feed your baby brother?,,,60
6336,Gelman/2004-Gender/26.cha,CAR,mhm.,,,60
6337,Gelman/2004-Gender/26.cha,CAR,did Firstnmae?,,,60
6338,Gelman/2004-Gender/26.cha,CAR,can mommies?,,,60
6339,Gelman/2004-Gender/26.cha,CAR,yeah?,,,60
6340,Gelman/2004-Gender/26.cha,CAR,you remember dad feeding the baby.,,,60
6341,Gelman/2004-Gender/26.cha,CAR,who can help bake cookies?,,,60
6342,Gelman/2004-Gender/26.cha,CHI,a girl.,1.0,,60
6343,Gelman/2004-Gender/26.cha,CAR,yes.,,,60
6344,Gelman/2004-Gender/26.cha,CAR,who can play football?,,,60
6345,Gelman/2004-Gender/26.cha,CHI,a girl.,1.0,,60
